year,genre,danceability,energy,valence,tempo,loudness,mode,key,acousticness,instrumentalness,liveness,speechiness,duration_ms,popularity,cnt
1961,Classical,0.3330571090047395,0.22935485781990556,0.4544002369668246,106.83798341232219,-20.672526066350702,0.6232227488151659,4.988151658767772,0.9290710900473936,0.7172210755687203,0.19239336492890974,0.059260663507109027,245333.8625592417,16.123222748815166,422
1966,Classical,0.3201348214285714,0.2150631249999999,0.360421875,104.2058660714285,-19.66786160714287,0.6651785714285714,4.138392857142857,0.8915312499999993,0.615660091875,0.19116562499999995,0.07021696428571432,282107.74553571426,19.151785714285715,224
1971,Classical,0.3253633333333334,0.18056,0.3246533333333334,103.04123333333332,-20.315833333333337,0.7666666666666667,4.8,0.9283000000000002,0.5856950466666667,0.14925000000000005,0.07568666666666665,425587.9666666667,26.733333333333334,30
1976,Classical,0.2563,0.22718333333333338,0.2266266666666666,100.99443333333332,-16.86446666666667,0.8666666666666667,4.866666666666666,0.943,0.3928131663333333,0.18569000000000002,0.04488,289990.26666666666,33.43333333333333,30
1981,Classical,0.27584081632653057,0.15457795918367345,0.1879877551020408,109.21732653061224,-19.97391836734694,0.7551020408163265,5.73469387755102,0.9352653061224488,0.5753183965306122,0.18238367346938775,0.04614489795918368,309189.85714285716,32.795918367346935,49
1986,Classical,0.3405843750000001,0.1537094791666667,0.4080843750000001,106.0040104166667,-23.589479166666674,0.78125,5.416666666666667,0.9703333333333332,0.7507395937499998,0.14479583333333332,0.044686458333333345,267477.71875,33.885416666666664,96
1991,Classical,0.2743644444444444,0.09767266666666669,0.1853533333333333,114.90299999999999,-22.45448888888889,0.7777777777777778,4.288888888888889,0.9648666666666669,0.6992299424444444,0.13396,0.042326666666666665,405870.15555555554,41.955555555555556,45
1996,Classical,0.3005162790697673,0.12223837209302327,0.21980697674418606,104.77802325581398,-21.80967441860465,0.8372093023255814,5.674418604651163,0.9358372093023261,0.5725494904651162,0.12441627906976743,0.04673488372093023,372057.23255813954,44.74418604651163,43
2001,Classical,0.25243461538461537,0.15996911538461542,0.16725384615384614,102.95330769230769,-22.265961538461543,0.7692307692307693,5.230769230769231,0.9026923076923079,0.4249309846153846,0.1604923076923077,0.048557692307692295,372520.5,46.65384615384615,26
2006,Classical,0.32897692307692306,0.12226576923076923,0.24209230769230766,113.76226923076923,-24.012807692307685,0.8846153846153846,5.269230769230769,0.9064115384615383,0.6346778461538461,0.11939615384615386,0.04291153846153845,338428.6923076923,48.57692307692308,26
2011,Classical,0.3095,0.24596,0.20681,88.23490000000001,-19.495799999999996,0.7,4.0,0.8500000000000002,0.44506355100000006,0.11912999999999999,0.03755,355164.0,54.3,10
2016,Classical,0.3313333333333333,0.158775,0.08501666666666667,104.76533333333334,-24.8305,0.3333333333333333,4.666666666666667,0.7596666666666666,0.9095000000000001,0.15953333333333333,0.04668333333333333,166736.33333333334,56.333333333333336,6
2021,Classical,0.321,0.050115,0.093,140.304,-30.944499999999998,0.5,5.5,0.9950000000000001,0.9025000000000001,0.10225000000000001,0.044,126187.0,62.5,2
1946,Folk,0.5383333333333333,0.18366666666666667,0.5239999999999999,111.64466666666665,-15.316666666666668,1.0,8.0,0.9263333333333333,2.7099999999999998e-05,0.12233333333333335,0.043300000000000005,182173.33333333334,0.3333333333333333,3
1951,Folk,0.7098666666666668,0.16967333333333331,0.7262,115.8086,-15.3512,0.6666666666666666,5.666666666666667,0.8132666666666668,0.000151824,0.12156666666666667,0.11329333333333332,136584.26666666666,16.733333333333334,15
1956,Folk,0.5567428571428573,0.1663852857142857,0.5742071428571426,113.06695714285716,-18.366928571428566,0.6857142857142857,5.614285714285714,0.9185071428571421,0.05276611199999997,0.15831285714285714,0.10611071428571428,133673.33571428573,6.185714285714286,140
1961,Folk,0.5398031914893617,0.24870590425531922,0.571042553191489,117.98194680851061,-14.21613297872341,0.7553191489361702,5.223404255319149,0.8530851063829785,0.021030603138297858,0.17730478723404255,0.09219946808510639,167570.585106383,14.186170212765957,188
1966,Folk,0.5238435754189946,0.28833578212290517,0.5175536312849162,116.93734916201112,-14.936572625698338,0.8156424581005587,5.016759776536313,0.7690645251396644,0.07733473653631286,0.1665069832402234,0.0550617318435754,187414.35754189943,21.6731843575419,358
1971,Folk,0.5017857142857141,0.29749586466165423,0.4878921052631579,113.54158270676689,-14.87785714285714,0.8157894736842105,4.7330827067669174,0.6723898909774435,0.10446538624060153,0.16309511278195488,0.04404097744360906,216638.44360902256,28.398496240601503,266
1976,Folk,0.533655172413793,0.3461844827586208,0.5269712643678157,113.1456609195403,-14.467419540229889,0.8563218390804598,5.183908045977011,0.655125977011494,0.12271323775862068,0.1763218390804598,0.04017988505747127,216673.83908045976,32.62643678160919,174
1981,Folk,0.5276538461538464,0.30045641025641023,0.5267820512820512,115.33579487179489,-16.00430769230769,0.8333333333333334,5.358974358974359,0.6916564102564104,0.008914927435897443,0.40615641025641036,0.10093076923076925,220098.28205128206,30.487179487179485,78
1986,Folk,0.49853333333333333,0.25070666666666663,0.4632,138.17713333333333,-14.223199999999999,0.7333333333333333,4.866666666666666,0.7737333333333333,0.05288908733333333,0.23442000000000002,0.13196666666666668,228723.4,29.133333333333333,15
1991,Folk,0.5207142857142856,0.2507228571428571,0.4884914285714286,117.42614285714288,-16.75991428571428,0.7428571428571429,5.114285714285714,0.7558508571428572,0.09649693771428572,0.22637428571428567,0.054139999999999994,226573.57142857142,34.885714285714286,35
1996,Folk,0.49784000000000006,0.335916,0.40580000000000005,112.37112,-12.3828,0.8,5.24,0.6151439999999999,0.022325944,0.196324,0.037888000000000005,287326.08,34.8,25
2001,Folk,0.5489189189189189,0.3107459459459459,0.5283783783783785,119.86470270270267,-14.076594594594592,0.8108108108108109,5.621621621621622,0.7382270270270268,0.07807692459459459,0.1604864864864865,0.043221621621621624,193492.54054054053,40.648648648648646,37
2006,Folk,0.5414482758620689,0.3175103448275862,0.38828620689655174,121.48944827586209,-12.126620689655173,0.8620689655172413,4.827586206896552,0.6068586206896552,0.07696671620689656,0.15384482758620693,0.03951724137931035,254321.8620689655,46.55172413793103,29
2011,Folk,0.5158333333333334,0.4725,0.512625,112.884,-10.2235,0.9166666666666666,5.416666666666667,0.5503333333333332,0.015979375,0.292925,0.035825,250657.66666666666,46.0,12
2016,Folk,0.582125,0.4525,0.56875,114.05600000000001,-9.926999999999998,0.75,6.875,0.6926250000000002,0.046307301249999995,0.244,0.0356625,259617.375,47.625,8
1931,International,0.6845555555555555,0.49300000000000005,0.933,116.36555555555557,-8.195222222222222,0.6666666666666666,5.666666666666667,0.9228888888888888,0.07157833777777776,0.15838888888888888,0.13464444444444446,179719.77777777778,2.2222222222222223,9
1941,International,0.42724999999999996,0.4320833333333332,0.7478333333333333,136.22116666666668,-10.95675,0.5,5.333333333333333,0.932,0.11187898916666668,0.24765833333333334,0.06769166666666666,231768.58333333334,3.0833333333333335,12
1946,International,0.48199999999999993,0.4027035087719299,0.6000175438596491,116.3476666666667,-11.44738596491228,0.5964912280701754,5.7368421052631575,0.9300701754385962,0.3606992443859649,0.23736140350877202,0.13190350877192986,243177.36842105264,1.5263157894736843,57
1951,International,0.5419333333333333,0.303331282051282,0.6807179487179488,111.84255384615386,-11.795082051282051,0.6820512820512821,5.076923076923077,0.9453948717948719,0.19831666856410254,0.217068717948718,0.11128615384615383,212139.78974358973,1.2564102564102564,195
1956,International,0.5302195845697324,0.2910175074183978,0.6748041543026708,115.52166172106821,-12.375676557863502,0.6884272997032641,4.750741839762611,0.9569139465875388,0.27125884537091993,0.20434391691394663,0.11431216617210681,205052.84866468844,1.5222551928783383,337
1961,International,0.5330804597701146,0.4447517241379309,0.6479758620689655,122.17639080459767,-11.528896551724134,0.7126436781609196,4.67816091954023,0.7592068965517241,0.13864416022988507,0.21652528735632182,0.09024597701149425,286211.8275862069,13.74712643678161,87
1966,International,0.48890322580645157,0.425066129032258,0.6685322580645162,123.09859677419354,-12.242838709677422,0.6774193548387096,5.129032258064516,0.8702903225806451,0.12932120790322582,0.3793790322580646,0.1202225806451613,237078.17741935485,21.370967741935484,62
1971,International,0.49922388059701506,0.5062641791044774,0.6174328358208957,111.62998507462686,-11.018074626865674,0.6865671641791045,5.373134328358209,0.6850761194029852,0.13602311597014927,0.21455820895522393,0.08226119402985074,254319.28358208956,33.3134328358209,67
1976,International,0.5305645161290321,0.5623064516129035,0.6339516129032258,114.95454838709678,-10.518499999999998,0.5806451612903226,6.145161290322581,0.4977709677419356,0.1467096935483871,0.19585645161290322,0.06748870967741936,392599.8548387097,31.838709677419356,62
1981,International,0.6300259740259742,0.4909610389610391,0.6037298701298702,111.622012987013,-12.090545454545452,0.6623376623376623,5.1688311688311686,0.4561379999999999,0.13018177935064934,0.17098701298701294,0.06526103896103895,366239.8441558442,37.467532467532465,77
1986,International,0.6266953125000001,0.5244843750000001,0.6488437499999998,118.67800781250006,-12.16903125,0.65625,5.5859375,0.4033372812499999,0.058203534375,0.19047109375,0.06625078124999999,335779.8984375,38.2265625,128
1991,International,0.6580630630630631,0.5627466666666666,0.652335135135135,121.31187387387392,-12.333018018018024,0.7117117117117117,4.63963963963964,0.3140245945945946,0.040926148468468475,0.18610540540540543,0.05932612612612612,316978.0900900901,40.73873873873874,111
1996,International,0.643228070175439,0.5951877192982458,0.5209578947368422,115.20319298245609,-9.878052631578946,0.7017543859649122,5.719298245614035,0.32128600000000007,0.08694257701754383,0.16180877192982457,0.06258947368421051,293927.7368421053,43.10526315789474,57
2001,International,0.6031714285714286,0.5476485714285714,0.5616885714285714,109.52762857142856,-10.505057142857144,0.6285714285714286,5.714285714285714,0.4672962857142857,0.18435141714285713,0.12241714285714289,0.045177142857142846,289713.1142857143,45.94285714285714,35
2006,International,0.5820384615384613,0.6148461538461538,0.5531384615384616,111.32523076923079,-9.406846153846153,0.6153846153846154,5.346153846153846,0.38596923076923073,0.07372661384615384,0.1667807692307692,0.0881,268890.6153846154,49.84615384615385,26
2011,International,0.6256451612903229,0.7403225806451611,0.6175483870967741,123.02325806451613,-6.316161290322582,0.6774193548387096,5.709677419354839,0.24648054838709688,0.022625567741935484,0.15871612903225804,0.04108709677419356,271335.0967741936,54.45161290322581,31
2016,International,0.6056000000000001,0.5038199999999999,0.6472,126.19800000000001,-11.9024,0.6,4.2,0.42060000000000003,0.045799999999999993,0.14923999999999998,0.09380000000000001,259814.6,54.6,5
2021,International,0.777,0.7,0.802,122.94,-11.045,1.0,1.0,0.235,8.02e-06,0.836,0.0869,188613.0,60.0,1
