influencer_id,influencer_name,influencer_main_genre,influencer_active_start,follower_id,follower_name,follower_main_genre,follower_active_start
32366,Steve Goodman,Folk,1960,130037,Cross Canadian Ragweed,Country,1990
75801,The Highwaymen,Country,1980,130037,Cross Canadian Ragweed,Country,1990
144847,Eagles,Pop/Rock,1970,130037,Cross Canadian Ragweed,Country,1990
350585,Pirates of the Mississippi,Country,1980,130037,Cross Canadian Ragweed,Country,1990
744796,Townes Van Zandt,Folk,1960,130037,Cross Canadian Ragweed,Country,1990
987491,Gram Parsons,Pop/Rock,1960,130037,Cross Canadian Ragweed,Country,1990
39661,Sonny Terry,Blues,1940,130115,Jackson C. Frank,Folk,1960
66915,Bob Dylan,Pop/Rock,1960,130115,Jackson C. Frank,Folk,1960
170815,Fred Neil,Folk,1960,130115,Jackson C. Frank,Folk,1960
180228,Elvis Presley,Pop/Rock,1950,130115,Jackson C. Frank,Folk,1960
333634,Phil Ochs,Folk,1960,130115,Jackson C. Frank,Folk,1960
391398,Ramblin' Jack Elliott,Folk,1950,130115,Jackson C. Frank,Folk,1960
608701,Muddy Waters,Blues,1940,130115,Jackson C. Frank,Folk,1960
630882,Brownie McGhee,Blues,1940,130115,Jackson C. Frank,Folk,1960
815039,John Lee Hooker,Blues,1940,130115,Jackson C. Frank,Folk,1960
29884,Paul McCartney,Pop/Rock,1950,130173,Crowded House,Pop/Rock,1980
38936,Simon & Garfunkel,Pop/Rock,1950,130173,Crowded House,Pop/Rock,1980
41874,The Beach Boys,Pop/Rock,1960,130173,Crowded House,Pop/Rock,1980
43714,Bee Gees,Pop/Rock,1960,130173,Crowded House,Pop/Rock,1980
51992,Big Star,Pop/Rock,1970,130173,Crowded House,Pop/Rock,1980
58549,Elvis Costello,Pop/Rock,1970,130173,Crowded House,Pop/Rock,1980
87985,The Hollies,Pop/Rock,1960,130173,Crowded House,Pop/Rock,1980
131581,"Crosby, Stills & Nash",Pop/Rock,1960,130173,Crowded House,Pop/Rock,1980
405903,Midnight Oil,Pop/Rock,1970,130173,Crowded House,Pop/Rock,1980
413524,The Police,Pop/Rock,1970,130173,Crowded House,Pop/Rock,1980
631774,The Byrds,Pop/Rock,1960,130173,Crowded House,Pop/Rock,1980
678339,XTC,Pop/Rock,1970,130173,Crowded House,Pop/Rock,1980
754032,The Beatles,Pop/Rock,1960,130173,Crowded House,Pop/Rock,1980
784732,Joe Jackson,Pop/Rock,1970,130173,Crowded House,Pop/Rock,1980
790732,Squeeze,Pop/Rock,1970,130173,Crowded House,Pop/Rock,1980
796734,Elton John,Pop/Rock,1960,130173,Crowded House,Pop/Rock,1980
866841,Nick Lowe,Pop/Rock,1960,130173,Crowded House,Pop/Rock,1980
956707,Wings,Pop/Rock,1970,130173,Crowded House,Pop/Rock,1980
169526,Frankie Paul,Reggae,1980,130418,Spragga Benz,Reggae,1990
62002,Bachman-Turner Overdrive,Pop/Rock,1970,130552,Tal Bachman,Pop/Rock,1990
48908,Betty Carter,Vocal,1940,130686,Jacky Terrasson,Jazz,1980
868092,McCoy Tyner,Jazz,1960,130686,Jacky Terrasson,Jazz,1980
38936,Simon & Garfunkel,Pop/Rock,1950,130689,Jackson Browne,Pop/Rock,1960
52900,The Lovin' Spoonful,Folk,1960,130689,Jackson Browne,Pop/Rock,1960
66915,Bob Dylan,Pop/Rock,1960,130689,Jackson Browne,Pop/Rock,1960
170815,Fred Neil,Folk,1960,130689,Jackson Browne,Pop/Rock,1960
270491,Joni Mitchell,Pop/Rock,1960,130689,Jackson Browne,Pop/Rock,1960
379125,Neil Young,Pop/Rock,1960,130689,Jackson Browne,Pop/Rock,1960
517264,Tom Rush,Folk,1960,130689,Jackson Browne,Pop/Rock,1960
631774,The Byrds,Pop/Rock,1960,130689,Jackson Browne,Pop/Rock,1960
754032,The Beatles,Pop/Rock,1960,130689,Jackson Browne,Pop/Rock,1960
840402,The Velvet Underground,Pop/Rock,1960,130689,Jackson Browne,Pop/Rock,1960
934721,Tom Paxton,Folk,1960,130689,Jackson Browne,Pop/Rock,1960
4451,T.S.O.L.,Pop/Rock,1980,130764,Face to Face,Pop/Rock,1990
75747,The Clash,Pop/Rock,1970,130764,Face to Face,Pop/Rock,1990
91650,Black Flag,Pop/Rock,1970,130764,Face to Face,Pop/Rock,1990
154544,Green Day,Pop/Rock,1980,130764,Face to Face,Pop/Rock,1990
206407,Descendents,Pop/Rock,1970,130764,Face to Face,Pop/Rock,1990
258430,Pennywise,Pop/Rock,1980,130764,Face to Face,Pop/Rock,1990
490004,Ramones,Pop/Rock,1970,130764,Face to Face,Pop/Rock,1990
573241,7 Seconds,Pop/Rock,1980,130764,Face to Face,Pop/Rock,1990
808944,Jawbreaker,Pop/Rock,1980,130764,Face to Face,Pop/Rock,1990
920994,The Vandals,Pop/Rock,1980,130764,Face to Face,Pop/Rock,1990
45077,Leo Kottke,Folk,1960,130855,Tony Rice,Country,1970
81083,Bill Monroe,Country,1940,130855,Tony Rice,Country,1970
153519,Earl Scruggs,Country,1940,130855,Tony Rice,Country,1970
169202,Doc Watson,Folk,1940,130855,Tony Rice,Country,1970
221603,John Hartford,Country,1950,130855,Tony Rice,Country,1970
234488,Del McCoury,Country,1960,130855,Tony Rice,Country,1970
269172,Lester Flatt,Country,1940,130855,Tony Rice,Country,1970
788568,The Dillards,Country,1960,130855,Tony Rice,Country,1970
404463,Ravi Shankar,International,1930,130922,Jai Uttal,New Age,1990
556242,Hamza el Din,International,1960,130922,Jai Uttal,New Age,1990
607448,Al Green,R&B;,1960,130922,Jai Uttal,New Age,1990
695019,Zakir Hussain,International,1960,130922,Jai Uttal,New Age,1990
796166,Don Cherry,Jazz,1950,130922,Jai Uttal,New Age,1990
853926,Popol Vuh,Electronic,1970,130922,Jai Uttal,New Age,1990
887719,Nusrat Fateh Ali Khan,International,1970,130922,Jai Uttal,New Age,1990
38490,The Band,Pop/Rock,1960,130932,Crazy Horse,Pop/Rock,1960
46861,Ray Charles,R&B;,1940,130932,Crazy Horse,Pop/Rock,1960
52900,The Lovin' Spoonful,Folk,1960,130932,Crazy Horse,Pop/Rock,1960
66915,Bob Dylan,Pop/Rock,1960,130932,Crazy Horse,Pop/Rock,1960
354105,Jimi Hendrix,Pop/Rock,1960,130932,Crazy Horse,Pop/Rock,1960
489303,The Yardbirds,Pop/Rock,1960,130932,Crazy Horse,Pop/Rock,1960
631774,The Byrds,Pop/Rock,1960,130932,Crazy Horse,Pop/Rock,1960
692251,The Youngbloods,Pop/Rock,1960,130932,Crazy Horse,Pop/Rock,1960
754032,The Beatles,Pop/Rock,1960,130932,Crazy Horse,Pop/Rock,1960
816890,Johnny Cash,Country,1950,130932,Crazy Horse,Pop/Rock,1960
894465,The Rolling Stones,Pop/Rock,1960,130932,Crazy Horse,Pop/Rock,1960
40922,The Sound,Pop/Rock,1970,131038,Spoon,Pop/Rock,1990
51376,The Fall,Pop/Rock,1970,131038,Spoon,Pop/Rock,1990
58549,Elvis Costello,Pop/Rock,1970,131038,Spoon,Pop/Rock,1990
75747,The Clash,Pop/Rock,1970,131038,Spoon,Pop/Rock,1990
100160,The Kinks,Pop/Rock,1960,131038,Spoon,Pop/Rock,1990
105354,Cheap Trick,Pop/Rock,1970,131038,Spoon,Pop/Rock,1990
137390,The Cure,Pop/Rock,1970,131038,Spoon,Pop/Rock,1990
167287,Frank Black,Pop/Rock,1980,131038,Spoon,Pop/Rock,1990
182900,Fleetwood Mac,Pop/Rock,1960,131038,Spoon,Pop/Rock,1990
193231,Gang of Four,Pop/Rock,1970,131038,Spoon,Pop/Rock,1990
357406,Nirvana,Pop/Rock,1980,131038,Spoon,Pop/Rock,1990
545726,Guided by Voices,Pop/Rock,1980,131038,Spoon,Pop/Rock,1990
570825,The Modern Lovers,Pop/Rock,1970,131038,Spoon,Pop/Rock,1990
582313,The Zombies,Pop/Rock,1960,131038,Spoon,Pop/Rock,1990
672910,Wire,Pop/Rock,1970,131038,Spoon,Pop/Rock,1990
752314,Pavement,Pop/Rock,1980,131038,Spoon,Pop/Rock,1990
754032,The Beatles,Pop/Rock,1960,131038,Spoon,Pop/Rock,1990
766361,The Go-Betweens,Pop/Rock,1980,131038,Spoon,Pop/Rock,1990
790732,Squeeze,Pop/Rock,1970,131038,Spoon,Pop/Rock,1990
840402,The Velvet Underground,Pop/Rock,1960,131038,Spoon,Pop/Rock,1990
895136,Pixies,Pop/Rock,1980,131038,Spoon,Pop/Rock,1990
961234,Dave Matthews Band,Pop/Rock,1990,131038,Spoon,Pop/Rock,1990
94205,Chet Atkins,Country,1940,131178,James Burton,Country,1960
141256,Joe Maphis,Country,1940,131178,James Burton,Country,1960
200775,Ernest Tubb,Country,1930,131178,James Burton,Country,1960
549797,Hank Williams,Country,1930,131178,James Burton,Country,1960
662800,Hank Snow,Country,1930,131178,James Burton,Country,1960
38490,The Band,Pop/Rock,1960,131581,"Crosby, Stills & Nash",Pop/Rock,1960
38936,Simon & Garfunkel,Pop/Rock,1950,131581,"Crosby, Stills & Nash",Pop/Rock,1960
41874,The Beach Boys,Pop/Rock,1960,131581,"Crosby, Stills & Nash",Pop/Rock,1960
46699,The Everly Brothers,Pop/Rock,1950,131581,"Crosby, Stills & Nash",Pop/Rock,1960
52900,The Lovin' Spoonful,Folk,1960,131581,"Crosby, Stills & Nash",Pop/Rock,1960
59293,The Mamas & the Papas,Pop/Rock,1960,131581,"Crosby, Stills & Nash",Pop/Rock,1960
66915,Bob Dylan,Pop/Rock,1960,131581,"Crosby, Stills & Nash",Pop/Rock,1960
74134,Ian & Sylvia,Folk,1950,131581,"Crosby, Stills & Nash",Pop/Rock,1960
87985,The Hollies,Pop/Rock,1960,131581,"Crosby, Stills & Nash",Pop/Rock,1960
354105,Jimi Hendrix,Pop/Rock,1960,131581,"Crosby, Stills & Nash",Pop/Rock,1960
631774,The Byrds,Pop/Rock,1960,131581,"Crosby, Stills & Nash",Pop/Rock,1960
754032,The Beatles,Pop/Rock,1960,131581,"Crosby, Stills & Nash",Pop/Rock,1960
814852,John Sebastian,Pop/Rock,1960,131581,"Crosby, Stills & Nash",Pop/Rock,1960
823012,Dillard & Clark,Country,1960,131581,"Crosby, Stills & Nash",Pop/Rock,1960
840102,Jefferson Airplane,Pop/Rock,1960,131581,"Crosby, Stills & Nash",Pop/Rock,1960
852007,Roy Orbison,Pop/Rock,1950,131581,"Crosby, Stills & Nash",Pop/Rock,1960
898828,The Searchers,Pop/Rock,1950,131581,"Crosby, Stills & Nash",Pop/Rock,1960
939567,Buffalo Springfield,Pop/Rock,1960,131581,"Crosby, Stills & Nash",Pop/Rock,1960
79016,Billie Holiday,Vocal,1930,131603,Squirrel Nut Zippers,Pop/Rock,1990
272567,Louis Prima,Jazz,1930,131603,Squirrel Nut Zippers,Pop/Rock,1990
287604,Louis Jordan,Jazz,1930,131603,Squirrel Nut Zippers,Pop/Rock,1990
343396,Roy Brown,R&B;,1940,131603,Squirrel Nut Zippers,Pop/Rock,1990
532957,Cab Calloway,Jazz,1930,131603,Squirrel Nut Zippers,Pop/Rock,1990
590285,Billy Preston,R&B;,1950,131603,Squirrel Nut Zippers,Pop/Rock,1990
622379,Asleep at the Wheel,Country,1970,131603,Squirrel Nut Zippers,Pop/Rock,1990
674332,Herb Alpert,Easy Listening,1950,131603,Squirrel Nut Zippers,Pop/Rock,1990
750203,Slim Gaillard,Vocal,1930,131603,Squirrel Nut Zippers,Pop/Rock,1990
792507,Frank Sinatra,Vocal,1930,131603,Squirrel Nut Zippers,Pop/Rock,1990
813392,Dean Martin,Vocal,1940,131603,Squirrel Nut Zippers,Pop/Rock,1990
28166,Slim Harpo,Blues,1950,131627,Creedence Clearwater Revival,Pop/Rock,1960
31067,Solomon Burke,R&B;,1950,131627,Creedence Clearwater Revival,Pop/Rock,1960
55128,Bo Diddley,Pop/Rock,1940,131627,Creedence Clearwater Revival,Pop/Rock,1960
66915,Bob Dylan,Pop/Rock,1960,131627,Creedence Clearwater Revival,Pop/Rock,1960
89713,Billy Lee Riley,Pop/Rock,1950,131627,Creedence Clearwater Revival,Pop/Rock,1960
120521,Chuck Berry,Pop/Rock,1950,131627,Creedence Clearwater Revival,Pop/Rock,1960
180228,Elvis Presley,Pop/Rock,1950,131627,Creedence Clearwater Revival,Pop/Rock,1960
241813,Johnny Burnette,Pop/Rock,1950,131627,Creedence Clearwater Revival,Pop/Rock,1960
289177,Sam the Sham & the Pharaohs,Pop/Rock,1960,131627,Creedence Clearwater Revival,Pop/Rock,1960
309458,Screamin' Jay Hawkins,R&B;,1950,131627,Creedence Clearwater Revival,Pop/Rock,1960
316834,Marvin Gaye,R&B;,1950,131627,Creedence Clearwater Revival,Pop/Rock,1960
332141,Jerry Lee Lewis,Pop/Rock,1950,131627,Creedence Clearwater Revival,Pop/Rock,1960
538677,Buddy Holly,Pop/Rock,1950,131627,Creedence Clearwater Revival,Pop/Rock,1960
754032,The Beatles,Pop/Rock,1960,131627,Creedence Clearwater Revival,Pop/Rock,1960
792953,Carl Perkins,Pop/Rock,1950,131627,Creedence Clearwater Revival,Pop/Rock,1960
824022,Little Richard,Pop/Rock,1950,131627,Creedence Clearwater Revival,Pop/Rock,1960
894465,The Rolling Stones,Pop/Rock,1960,131627,Creedence Clearwater Revival,Pop/Rock,1960
941579,Buck Owens,Country,1940,131627,Creedence Clearwater Revival,Pop/Rock,1960
104714,Kraftwerk,Electronic,1970,131650,Talking Heads,Pop/Rock,1970
128099,James Brown,R&B;,1950,131650,Talking Heads,Pop/Rock,1970
129775,Parliament,R&B;,1960,131650,Talking Heads,Pop/Rock,1970
138833,Fela Kuti,International,1960,131650,Talking Heads,Pop/Rock,1970
187581,Funkadelic,R&B;,1960,131650,Talking Heads,Pop/Rock,1970
233066,Lou Reed,Pop/Rock,1950,131650,Talking Heads,Pop/Rock,1970
266255,Jonathan Richman,Pop/Rock,1970,131650,Talking Heads,Pop/Rock,1970
379125,Neil Young,Pop/Rock,1960,131650,Talking Heads,Pop/Rock,1970
402872,The Meters,R&B;,1960,131650,Talking Heads,Pop/Rock,1970
423829,Miles Davis,Jazz,1940,131650,Talking Heads,Pop/Rock,1970
531986,David Bowie,Pop/Rock,1960,131650,Talking Heads,Pop/Rock,1970
570825,The Modern Lovers,Pop/Rock,1970,131650,Talking Heads,Pop/Rock,1970
607448,Al Green,R&B;,1960,131650,Talking Heads,Pop/Rock,1970
617196,Brian Eno,Pop/Rock,1970,131650,Talking Heads,Pop/Rock,1970
747445,Patti Smith,Pop/Rock,1970,131650,Talking Heads,Pop/Rock,1970
751592,Sly & Robbie,Reggae,1970,131650,Talking Heads,Pop/Rock,1970
767095,Bohannon,R&B;,1970,131650,Talking Heads,Pop/Rock,1970
771297,King Sunny Ade,International,1960,131650,Talking Heads,Pop/Rock,1970
838272,Pere Ubu,Pop/Rock,1970,131650,Talking Heads,Pop/Rock,1970
840402,The Velvet Underground,Pop/Rock,1960,131650,Talking Heads,Pop/Rock,1970
852855,Roxy Music,Pop/Rock,1970,131650,Talking Heads,Pop/Rock,1970
31263,AndraÃ© Crouch,Religious,1960,131681,Pat Boone,Vocal,1950
315336,Perry Como,Vocal,1930,131681,Pat Boone,Vocal,1950
380704,Red Foley,Country,1940,131681,Pat Boone,Vocal,1950
792507,Frank Sinatra,Vocal,1930,131681,Pat Boone,Vocal,1950
813392,Dean Martin,Vocal,1940,131681,Pat Boone,Vocal,1950
276085,Howlin' Wolf,Blues,1930,131841,James Cotton,Blues,1950
608701,Muddy Waters,Blues,1940,131841,James Cotton,Blues,1950
824599,Little Walter,Blues,1940,131841,James Cotton,Blues,1950
962064,Junior Wells,Blues,1950,131841,James Cotton,Blues,1950
14651,Patsy Cline,Country,1950,132449,Crystal Gayle,Country,1970
65397,Bobbie Gentry,Country,1960,132449,Crystal Gayle,Country,1970
98189,Kitty Wells,Country,1940,132449,Crystal Gayle,Country,1970
136640,Tammy Wynette,Country,1960,132449,Crystal Gayle,Country,1970
159214,Dusty Springfield,Pop/Rock,1950,132449,Crystal Gayle,Country,1970
189701,Jean Shepard,Country,1950,132449,Crystal Gayle,Country,1970
234325,Loretta Lynn,Country,1960,132449,Crystal Gayle,Country,1970
366407,Nancy Sinatra,Pop/Rock,1950,132449,Crystal Gayle,Country,1970
780451,Conway Twitty,Country,1950,132449,Crystal Gayle,Country,1970
816890,Johnny Cash,Country,1950,132449,Crystal Gayle,Country,1970
838300,June Carter Cash,Country,1950,132449,Crystal Gayle,Country,1970
934069,Brenda Lee,Country,1950,132449,Crystal Gayle,Country,1970
180228,Elvis Presley,Pop/Rock,1950,132579,Larry Norman,Religious,1960
332141,Jerry Lee Lewis,Pop/Rock,1950,132579,Larry Norman,Religious,1960
754032,The Beatles,Pop/Rock,1960,132579,Larry Norman,Religious,1960
792953,Carl Perkins,Pop/Rock,1950,132579,Larry Norman,Religious,1960
824022,Little Richard,Pop/Rock,1950,132579,Larry Norman,Religious,1960
44906,The Birthday Party,Pop/Rock,1980,132710,Crime & the City Solution,Pop/Rock,1980
71209,Leonard Cohen,Pop/Rock,1950,132710,Crime & the City Solution,Pop/Rock,1980
114342,The Doors,Pop/Rock,1960,132710,Crime & the City Solution,Pop/Rock,1980
174822,Serge Gainsbourg,Pop/Rock,1950,132710,Crime & the City Solution,Pop/Rock,1980
276085,Howlin' Wolf,Blues,1930,132710,Crime & the City Solution,Pop/Rock,1980
290812,Joy Division,Pop/Rock,1970,132710,Crime & the City Solution,Pop/Rock,1980
531986,David Bowie,Pop/Rock,1960,132710,Crime & the City Solution,Pop/Rock,1980
615119,Tom Waits,Pop/Rock,1970,132710,Crime & the City Solution,Pop/Rock,1980
840402,The Velvet Underground,Pop/Rock,1960,132710,Crime & the City Solution,Pop/Rock,1980
894465,The Rolling Stones,Pop/Rock,1960,132710,Crime & the City Solution,Pop/Rock,1980
24944,Amy Grant,Religious,1970,132849,Crystal Lewis,Religious,1980
664849,Gloria Gaynor,R&B;,1970,132856,Crystal Waters,R&B;,1980
746666,Sister Sledge,R&B;,1970,132856,Crystal Waters,R&B;,1980
14651,Patsy Cline,Country,1950,133057,Jo Dee Messina,Country,1990
19241,Patty Loveless,Country,1970,133057,Jo Dee Messina,Country,1990
80780,Sheryl Crow,Pop/Rock,1990,133057,Jo Dee Messina,Country,1990
86312,The Judds,Country,1980,133057,Jo Dee Messina,Country,1990
96613,Bonnie Raitt,Pop/Rock,1960,133057,Jo Dee Messina,Country,1990
136640,Tammy Wynette,Country,1960,133057,Jo Dee Messina,Country,1990
162269,Faith Hill,Country,1990,133057,Jo Dee Messina,Country,1990
190632,Dottie West,Country,1950,133057,Jo Dee Messina,Country,1990
204386,James Taylor,Pop/Rock,1960,133057,Jo Dee Messina,Country,1990
234325,Loretta Lynn,Country,1960,133057,Jo Dee Messina,Country,1990
286115,Lorrie Morgan,Country,1970,133057,Jo Dee Messina,Country,1990
409968,Reba McEntire,Country,1970,133057,Jo Dee Messina,Country,1990
592954,Tim McGraw,Country,1990,133057,Jo Dee Messina,Country,1990
686560,Wynonna,Country,1990,133057,Jo Dee Messina,Country,1990
686897,Linda Ronstadt,Pop/Rock,1960,133057,Jo Dee Messina,Country,1990
749476,Trisha Yearwood,Country,1990,133057,Jo Dee Messina,Country,1990
423829,Miles Davis,Jazz,1940,133119,Thad Jones,Jazz,1950
958076,Woody Herman,Jazz,1930,133119,Thad Jones,Jazz,1950
208774,Janet Jackson,R&B;,1970,133177,Tamar Braxton,R&B;,1980
498987,SWV,R&B;,1990,133177,Tamar Braxton,R&B;,1980
500889,Minnie Riperton,R&B;,1960,133177,Tamar Braxton,R&B;,1980
681956,Xscape,R&B;,1990,133177,Tamar Braxton,R&B;,1980
816701,Deniece Williams,R&B;,1970,133177,Tamar Braxton,R&B;,1980
137580,The Cramps,Pop/Rock,1970,133420,Dwarves,Pop/Rock,1980
120521,Chuck Berry,Pop/Rock,1950,133528,Jo Jo Gunne,Pop/Rock,1970
33161,Sly & the Family Stone,R&B;,1960,133719,Fatboy Slim,Electronic,1980
75747,The Clash,Pop/Rock,1970,133719,Fatboy Slim,Electronic,1980
78044,Bill Withers,R&B;,1960,133719,Fatboy Slim,Electronic,1980
128099,James Brown,R&B;,1950,133719,Fatboy Slim,Electronic,1980
131624,Larry Levan,R&B;,1970,133719,Fatboy Slim,Electronic,1980
533117,George Clinton,R&B;,1950,133719,Fatboy Slim,Electronic,1980
553483,Happy Mondays,Pop/Rock,1980,133719,Fatboy Slim,Electronic,1980
642796,Camille Yarbrough,Pop/Rock,1990,133719,Fatboy Slim,Electronic,1980
763237,Big Audio Dynamite,Pop/Rock,1980,133719,Fatboy Slim,Electronic,1980
781932,Lalo Schifrin,Jazz,1950,133719,Fatboy Slim,Electronic,1980
785380,"Lee ""Scratch"" Perry",Reggae,1960,133719,Fatboy Slim,Electronic,1980
831215,Saint Etienne,Pop/Rock,1990,133719,Fatboy Slim,Electronic,1980
921306,808 State,Electronic,1980,133719,Fatboy Slim,Electronic,1980
1608941,M/A/R/R/S,Electronic,1980,133719,Fatboy Slim,Electronic,1980
162677,Dizzy Gillespie,Jazz,1930,133832,Clark Terry,Jazz,1950
102985,Julio Iglesias,Vocal,1960,133883,Cristian Castro,Latin,1990
203670,VerÃ³nica Castro,Latin,1980,133883,Cristian Castro,Latin,1990
240252,Juan Gabriel,Latin,1960,133883,Cristian Castro,Latin,1990
40225,Gladys Knight,R&B;,1950,133957,Jamelia,Pop/Rock,2000
165068,Garnett Silk,Reggae,1980,133957,Jamelia,Pop/Rock,2000
376204,Mary J. Blige,R&B;,1990,133957,Jamelia,Pop/Rock,2000
502371,Missy Elliott,R&B;,1990,133957,Jamelia,Pop/Rock,2000
761341,Beverley Knight,R&B;,1990,133957,Jamelia,Pop/Rock,2000
13511,Sister Rosetta Tharpe,Religious,1930,133969,Joan Armatrading,Pop/Rock,1970
66915,Bob Dylan,Pop/Rock,1960,133969,Joan Armatrading,Pop/Rock,1970
79016,Billie Holiday,Vocal,1930,133969,Joan Armatrading,Pop/Rock,1970
137474,Laura Nyro,Pop/Rock,1960,133969,Joan Armatrading,Pop/Rock,1970
139026,Led Zeppelin,Pop/Rock,1960,133969,Joan Armatrading,Pop/Rock,1970
193216,Free,Pop/Rock,1960,133969,Joan Armatrading,Pop/Rock,1970
246628,Johnny Nash,R&B;,1950,133969,Joan Armatrading,Pop/Rock,1970
270491,Joni Mitchell,Pop/Rock,1960,133969,Joan Armatrading,Pop/Rock,1970
411761,Nina Simone,Vocal,1950,133969,Joan Armatrading,Pop/Rock,1970
503913,Mountain,Pop/Rock,1960,133969,Joan Armatrading,Pop/Rock,1970
597309,Tina Turner,R&B;,1950,133969,Joan Armatrading,Pop/Rock,1970
888730,Odetta,Folk,1940,133969,Joan Armatrading,Pop/Rock,1970
927555,Aretha Franklin,R&B;,1950,133969,Joan Armatrading,Pop/Rock,1970
149173,Carter Burwell,Stage & Screen,1980,133988,Clint Mansell,Stage & Screen,1990
786245,Barry Adamson,Pop/Rock,1980,133988,Clint Mansell,Stage & Screen,1990
19892,Tears for Fears,Pop/Rock,1980,134051,Elbow,Pop/Rock,1990
172167,Elliott Smith,Pop/Rock,1980,134051,Elbow,Pop/Rock,1990
174752,Eels,Pop/Rock,1990,134051,Elbow,Pop/Rock,1990
194039,Geggy Tah,Pop/Rock,1990,134051,Elbow,Pop/Rock,1990
217622,Japan,Pop/Rock,1970,134051,Elbow,Pop/Rock,1990
308645,Pulp,Pop/Rock,1980,134051,Elbow,Pop/Rock,1990
326249,Radiohead,Pop/Rock,1990,134051,Elbow,Pop/Rock,1990
346336,Pink Floyd,Pop/Rock,1960,134051,Elbow,Pop/Rock,1990
575522,The Verve,Pop/Rock,1990,134051,Elbow,Pop/Rock,1990
746731,Spiritualized,Pop/Rock,1990,134051,Elbow,Pop/Rock,1990
760154,Blind Faith,Pop/Rock,1960,134051,Elbow,Pop/Rock,1990
790814,Talk Talk,Pop/Rock,1980,134051,Elbow,Pop/Rock,1990
842802,Peter Gabriel,Pop/Rock,1970,134051,Elbow,Pop/Rock,1990
843607,Peter Hammill,Pop/Rock,1960,134051,Elbow,Pop/Rock,1990
852855,Roxy Music,Pop/Rock,1970,134051,Elbow,Pop/Rock,1990
13393,Tower of Power,R&B;,1960,134600,D'Angelo,R&B;,1990
17877,Terence Trent D'Arby,R&B;,1980,134600,D'Angelo,R&B;,1990
20278,Teddy Pendergrass,R&B;,1970,134600,D'Angelo,R&B;,1990
33161,Sly & the Family Stone,R&B;,1960,134600,D'Angelo,R&B;,1990
64509,Bobby Womack,R&B;,1960,134600,D'Angelo,R&B;,1990
78044,Bill Withers,R&B;,1960,134600,D'Angelo,R&B;,1990
89710,Billy Paul,R&B;,1950,134600,D'Angelo,R&B;,1990
101946,Isaac Hayes,R&B;,1960,134600,D'Angelo,R&B;,1990
106882,Lamont Dozier,R&B;,1960,134600,D'Angelo,R&B;,1990
144458,Curtis Mayfield,R&B;,1950,134600,D'Angelo,R&B;,1990
149044,Barry White,R&B;,1960,134600,D'Angelo,R&B;,1990
164594,Ben E. King,R&B;,1950,134600,D'Angelo,R&B;,1990
168958,Eddie Floyd,R&B;,1950,134600,D'Angelo,R&B;,1990
180449,Freddie Jackson,R&B;,1980,134600,D'Angelo,R&B;,1990
182360,Donny Hathaway,R&B;,1960,134600,D'Angelo,R&B;,1990
200074,Lenny Kravitz,Pop/Rock,1980,134600,D'Angelo,R&B;,1990
208076,Luther Vandross,R&B;,1970,134600,D'Angelo,R&B;,1990
233228,Lou Rawls,R&B;,1950,134600,D'Angelo,R&B;,1990
279337,Sade,R&B;,1980,134600,D'Angelo,R&B;,1990
316834,Marvin Gaye,R&B;,1950,134600,D'Angelo,R&B;,1990
319347,R. Kelly,R&B;,1990,134600,D'Angelo,R&B;,1990
361393,Prince,R&B;,1970,134600,D'Angelo,R&B;,1990
366164,Rick James,R&B;,1960,134600,D'Angelo,R&B;,1990
576718,Seal,Pop/Rock,1980,134600,D'Angelo,R&B;,1990
578141,The Spinners,R&B;,1950,134600,D'Angelo,R&B;,1990
590285,Billy Preston,R&B;,1950,134600,D'Angelo,R&B;,1990
607448,Al Green,R&B;,1960,134600,D'Angelo,R&B;,1990
622805,Stevie Wonder,R&B;,1960,134600,D'Angelo,R&B;,1990
684830,Willie Mitchell,R&B;,1960,134600,D'Angelo,R&B;,1990
752773,Shuggie Otis,R&B;,1960,134600,D'Angelo,R&B;,1990
790667,Tony! Toni! TonÃ©!,R&B;,1980,134600,D'Angelo,R&B;,1990
821571,Smokey Robinson,R&B;,1950,134600,D'Angelo,R&B;,1990
920939,The Undisputed Truth,R&B;,1960,134600,D'Angelo,R&B;,1990
944349,Cameo,R&B;,1970,134600,D'Angelo,R&B;,1990
75264,Bad Brains,Pop/Rock,1970,134729,Faith No More,Pop/Rock,1980
81493,Killing Joke,Pop/Rock,1970,134729,Faith No More,Pop/Rock,1980
91650,Black Flag,Pop/Rock,1970,134729,Faith No More,Pop/Rock,1980
107139,Bootsy Collins,R&B;,1970,134729,Faith No More,Pop/Rock,1980
129775,Parliament,R&B;,1960,134729,Faith No More,Pop/Rock,1980
138699,Frank Zappa,Pop/Rock,1950,134729,Faith No More,Pop/Rock,1980
139026,Led Zeppelin,Pop/Rock,1960,134729,Faith No More,Pop/Rock,1980
187581,Funkadelic,R&B;,1960,134729,Faith No More,Pop/Rock,1980
346336,Pink Floyd,Pop/Rock,1960,134729,Faith No More,Pop/Rock,1980
364399,Public Image Ltd.,Pop/Rock,1970,134729,Faith No More,Pop/Rock,1980
371258,Napalm Death,Pop/Rock,1980,134729,Faith No More,Pop/Rock,1980
418740,Sex Pistols,Pop/Rock,1970,134729,Faith No More,Pop/Rock,1980
420539,The Residents,Pop/Rock,1970,134729,Faith No More,Pop/Rock,1980
